created_at,entry_id,field1,field2
2025-06-28 20:29:48 UTC,175,2025-06-28 23:07:42,4.191
2025-06-28 20:30:17 UTC,176,2025-06-28 23:27:24,4.191
2025-06-28 21:00:18 UTC,177,2025-06-28 23:37:14,4.188
2025-06-28 21:00:47 UTC,178,2025-06-28 23:56:56,4.188
2025-06-28 21:30:48 UTC,179,2025-06-29 00:06:48,4.188
2025-06-28 21:31:17 UTC,180,2025-06-29 00:26:31,4.188
2025-06-28 22:01:18 UTC,181,2025-06-29 00:36:21,4.184
2025-06-28 22:01:47 UTC,182,2025-06-29 00:56:04,4.184
2025-06-28 22:31:50 UTC,183,2025-06-29 01:05:56,4.184
2025-06-28 22:32:18 UTC,184,2025-06-29 01:25:39,4.184
2025-06-28 23:02:19 UTC,185,2025-06-29 01:35:30,4.184
2025-06-28 23:02:47 UTC,186,2025-06-29 01:55:12,4.184
2025-06-28 23:32:50 UTC,187,2025-06-29 02:05:04,4.18
2025-06-28 23:33:19 UTC,188,2025-06-29 02:24:47,4.18
2025-06-29 02:05:37 UTC,189,2025-06-29 02:34:38,4.18
2025-06-29 02:06:06 UTC,190,2025-06-29 02:54:20,4.18
2025-06-29 02:06:35 UTC,191,2025-06-29 03:14:01,4.184
2025-06-29 02:07:04 UTC,192,2025-06-29 03:33:44,4.184
2025-06-29 02:07:32 UTC,193,2025-06-29 03:53:27,4.18
2025-06-29 02:08:01 UTC,194,2025-06-29 04:13:12,4.18
2025-06-29 02:08:30 UTC,195,2025-06-29 04:32:54,4.18
2025-06-29 02:08:58 UTC,196,2025-06-29 04:52:37,4.18
2025-06-29 02:36:10 UTC,197,2025-06-29 05:12:18,4.168
2025-06-29 02:36:39 UTC,198,2025-06-29 05:32:01,4.176
2025-06-29 03:06:39 UTC,199,2025-06-29 05:41:52,4.176
2025-06-29 03:07:08 UTC,200,2025-06-29 06:01:35,4.176
2025-06-29 03:37:10 UTC,201,2025-06-29 06:11:25,4.176
2025-06-29 03:37:38 UTC,202,2025-06-29 06:31:08,4.176
2025-06-29 04:07:40 UTC,203,2025-06-29 06:40:59,4.172
2025-06-29 04:08:09 UTC,204,2025-06-29 07:00:41,4.199
2025-06-29 04:38:10 UTC,205,2025-06-29 07:10:32,4.203
2025-06-29 04:38:39 UTC,206,2025-06-29 07:30:14,4.281
2025-06-29 05:08:40 UTC,207,2025-06-29 07:40:04,4.312
2025-06-29 05:09:09 UTC,208,2025-06-29 07:59:47,4.316
2025-06-29 05:39:12 UTC,209,2025-06-29 08:09:37,4.316
2025-06-29 05:39:41 UTC,210,2025-06-29 08:29:20,4.316
2025-06-29 06:09:43 UTC,211,2025-06-29 08:39:14,4.316
2025-06-29 06:10:11 UTC,212,2025-06-29 08:58:57,4.316
2025-06-29 06:40:12 UTC,213,2025-06-29 09:18:39,4.207
2025-06-29 06:40:41 UTC,214,2025-06-29 09:38:20,4.414
2025-06-29 07:10:41 UTC,215,2025-06-29 09:48:12,4.41
2025-06-29 07:11:09 UTC,216,2025-06-29 10:07:55,4.418
2025-06-29 07:41:10 UTC,217,2025-06-29 10:17:45,4.414
2025-06-29 07:41:39 UTC,218,2025-06-29 10:37:28,4.418
2025-06-29 08:11:39 UTC,219,2025-06-29 10:47:20,4.418
2025-06-29 08:12:08 UTC,220,2025-06-29 11:07:03,4.422
2025-06-29 08:42:10 UTC,221,2025-06-29 11:16:53,4.418
2025-06-29 08:42:38 UTC,222,2025-06-29 11:36:36,4.418
2025-06-29 09:12:39 UTC,223,2025-06-29 11:46:28,4.418
2025-06-29 09:13:08 UTC,224,2025-06-29 12:06:11,4.422
2025-06-29 09:43:08 UTC,225,2025-06-29 12:16:02,4.422
2025-06-29 09:43:36 UTC,226,2025-06-29 12:35:44,4.422
2025-06-29 10:13:37 UTC,227,2025-06-29 12:45:34,4.422
2025-06-29 10:14:06 UTC,228,2025-06-29 13:05:16,4.422
2025-06-29 10:44:06 UTC,229,2025-06-29 13:15:08,4.422
2025-06-29 10:44:35 UTC,230,2025-06-29 13:34:51,4.422
2025-06-29 11:14:35 UTC,231,2025-06-29 13:44:42,4.422
2025-06-29 11:15:04 UTC,232,2025-06-29 14:04:24,4.422
2025-06-29 11:45:05 UTC,233,2025-06-29 14:24:10,4.422
2025-06-29 11:45:34 UTC,234,2025-06-29 14:43:52,4.422
2025-06-29 12:15:35 UTC,235,2025-06-29 14:53:42,4.422
2025-06-29 12:16:04 UTC,236,2025-06-29 15:13:25,4.422
2025-06-29 12:46:06 UTC,237,2025-06-29 15:23:16,4.422
2025-06-29 12:46:34 UTC,238,2025-06-29 15:42:59,4.422
2025-06-29 13:16:35 UTC,239,2025-06-29 15:52:49,4.422
2025-06-29 13:17:04 UTC,240,2025-06-29 16:12:31,4.422
2025-06-29 13:47:06 UTC,241,2025-06-29 16:22:24,4.422
2025-06-29 13:47:35 UTC,242,2025-06-29 16:42:06,4.422
2025-06-29 14:17:35 UTC,243,2025-06-29 16:51:57,4.422
2025-06-29 14:18:04 UTC,244,2025-06-29 17:11:39,4.422
2025-06-29 14:48:04 UTC,245,2025-06-29 17:21:30,4.422
2025-06-29 14:48:33 UTC,246,2025-06-29 17:41:13,4.391
2025-06-29 15:18:33 UTC,247,2025-06-29 17:51:04,4.328
2025-06-29 15:19:02 UTC,248,2025-06-29 18:10:47,4.324
2025-06-29 15:49:03 UTC,249,2025-06-29 18:20:38,4.32
2025-06-29 15:49:31 UTC,250,2025-06-29 18:40:20,4.32
2025-06-29 16:19:32 UTC,251,2025-06-29 18:50:12,4.32
2025-06-29 16:20:00 UTC,252,2025-06-29 19:09:55,4.32
2025-06-29 16:50:03 UTC,253,2025-06-29 19:19:47,4.312
2025-06-29 16:50:31 UTC,254,2025-06-29 19:39:28,4.199
2025-06-29 17:20:33 UTC,255,2025-06-29 19:59:11,4.195
2025-06-29 17:21:02 UTC,256,2025-06-29 20:18:53,4.195
2025-06-29 17:51:03 UTC,257,2025-06-29 20:28:44,4.195
2025-06-29 17:51:32 UTC,258,2025-06-29 20:48:26,4.195
2025-06-29 18:21:35 UTC,259,2025-06-29 20:58:16,4.195
2025-06-29 18:22:04 UTC,260,2025-06-29 21:17:59,4.191
2025-06-29 18:52:05 UTC,261,2025-06-29 21:27:49,4.191
2025-06-29 18:52:34 UTC,262,2025-06-29 21:47:32,4.191
2025-06-29 19:22:35 UTC,263,2025-06-29 21:57:24,4.18
2025-06-29 19:23:04 UTC,264,2025-06-29 22:17:07,4.191
2025-06-29 19:53:04 UTC,265,2025-06-29 22:26:57,4.188
2025-06-29 19:53:33 UTC,266,2025-06-29 22:46:40,4.188
2025-06-29 20:23:34 UTC,267,2025-06-29 22:56:31,4.188
2025-06-29 20:24:02 UTC,268,2025-06-29 23:16:13,4.188
2025-06-29 20:54:04 UTC,269,2025-06-29 23:26:04,4.184
2025-06-29 20:54:32 UTC,270,2025-06-29 23:45:46,4.184
2025-06-29 21:24:33 UTC,271,2025-06-29 23:55:36,4.184
2025-06-29 21:25:01 UTC,272,2025-06-30 00:15:19,4.184
2025-06-29 21:55:02 UTC,273,2025-06-30 00:25:10,4.184
2025-06-29 21:55:31 UTC,274,2025-06-30 00:44:52,4.184
2025-06-29 22:25:32 UTC,275,2025-06-30 01:04:36,4.184
2025-06-29 22:26:01 UTC,276,2025-06-30 01:24:18,4.184
2025-06-29 22:56:02 UTC,277,2025-06-30 01:34:08,4.184
2025-06-29 22:56:31 UTC,278,2025-06-30 01:53:51,4.18
2025-06-29 23:26:31 UTC,279,2025-06-30 02:03:42,4.18
2025-06-29 23:27:00 UTC,280,2025-06-30 02:23:24,4.18
2025-06-29 23:57:03 UTC,281,2025-06-30 02:33:14,4.18
2025-06-29 23:57:31 UTC,282,2025-06-30 02:52:56,4.18
2025-06-30 00:27:32 UTC,283,2025-06-30 03:02:48,4.168
2025-06-30 00:28:00 UTC,284,2025-06-30 03:22:31,4.18
2025-06-30 00:58:01 UTC,285,2025-06-30 03:32:21,4.18
2025-06-30 00:58:30 UTC,286,2025-06-30 03:52:04,4.176
2025-06-30 01:28:31 UTC,287,2025-06-30 04:01:55,4.176
2025-06-30 01:28:59 UTC,288,2025-06-30 04:21:36,4.176
2025-06-30 01:59:00 UTC,289,2025-06-30 04:31:28,4.172
2025-06-30 01:59:29 UTC,290,2025-06-30 04:51:10,4.172
2025-06-30 02:29:31 UTC,291,2025-06-30 05:01:00,4.172
2025-06-30 02:30:00 UTC,292,2025-06-30 05:20:43,4.172
2025-06-30 03:00:00 UTC,293,2025-06-30 05:30:33,4.172
2025-06-30 03:00:29 UTC,294,2025-06-30 05:50:16,4.172
2025-06-30 03:30:31 UTC,295,2025-06-30 06:00:08,4.172
2025-06-30 03:31:00 UTC,296,2025-06-30 06:19:50,4.25
2025-06-30 04:01:01 UTC,297,2025-06-30 06:39:32,4.312
2025-06-30 04:01:30 UTC,298,2025-06-30 06:59:14,4.316
2025-06-30 04:31:31 UTC,299,2025-06-30 07:09:04,4.316
2025-06-30 04:32:00 UTC,300,2025-06-30 07:28:47,4.316
2025-06-30 05:02:03 UTC,301,2025-06-30 07:38:38,4.316
2025-06-30 05:02:32 UTC,302,2025-06-30 07:58:20,4.418
2025-06-30 05:32:33 UTC,303,2025-06-30 08:08:12,4.414
2025-06-30 05:33:02 UTC,304,2025-06-30 08:27:55,4.418
2025-06-30 06:03:03 UTC,305,2025-06-30 08:37:45,4.418
2025-06-30 06:03:32 UTC,306,2025-06-30 08:57:28,4.414
2025-06-30 06:33:32 UTC,307,2025-06-30 09:07:19,4.414
2025-06-30 06:34:01 UTC,308,2025-06-30 09:27:01,4.418
2025-06-30 07:04:01 UTC,309,2025-06-30 09:36:52,4.418
2025-06-30 07:04:30 UTC,310,2025-06-30 09:56:35,4.418
2025-06-30 07:34:30 UTC,311,2025-06-30 10:06:26,4.418
2025-06-30 07:34:58 UTC,312,2025-06-30 10:26:08,4.418
2025-06-30 08:04:59 UTC,313,2025-06-30 10:35:58,4.418
2025-06-30 08:05:27 UTC,314,2025-06-30 10:55:41,4.418
2025-06-30 08:35:29 UTC,315,2025-06-30 11:05:31,4.418
2025-06-30 08:35:58 UTC,316,2025-06-30 11:25:14,4.422
2025-06-30 09:05:59 UTC,317,2025-06-30 11:45:02,4.422
2025-06-30 09:06:27 UTC,318,2025-06-30 12:04:44,4.422
2025-06-30 09:36:28 UTC,319,2025-06-30 12:14:34,4.422
2025-06-30 09:36:57 UTC,320,2025-06-30 12:34:16,4.422
2025-06-30 10:06:58 UTC,321,2025-06-30 12:44:07,4.422
2025-06-30 10:07:27 UTC,322,2025-06-30 13:03:50,4.422
2025-06-30 10:37:27 UTC,323,2025-06-30 13:13:40,4.414
2025-06-30 10:37:55 UTC,324,2025-06-30 13:33:23,4.422
2025-06-30 11:07:56 UTC,325,2025-06-30 13:43:13,4.422
2025-06-30 11:08:25 UTC,326,2025-06-30 14:02:56,4.422
2025-06-30 11:38:27 UTC,327,2025-06-30 14:12:48,4.422
2025-06-30 11:38:56 UTC,328,2025-06-30 14:32:30,4.422
2025-06-30 12:08:58 UTC,329,2025-06-30 14:42:21,4.422
2025-06-30 12:09:27 UTC,330,2025-06-30 15:02:04,4.406
2025-06-30 12:39:27 UTC,331,2025-06-30 15:11:56,4.418
2025-06-30 12:39:56 UTC,332,2025-06-30 15:31:39,4.422
2025-06-30 13:09:56 UTC,333,2025-06-30 15:41:30,4.422
2025-06-30 13:10:25 UTC,334,2025-06-30 16:01:12,4.422
2025-06-30 13:40:25 UTC,335,2025-06-30 16:11:04,4.422
2025-06-30 13:40:54 UTC,336,2025-06-30 16:30:47,4.422
2025-06-30 14:10:55 UTC,337,2025-06-30 16:40:39,4.422
2025-06-30 14:11:24 UTC,338,2025-06-30 17:00:22,4.422
2025-06-30 14:41:24 UTC,339,2025-06-30 17:20:03,4.422
2025-06-30 14:41:53 UTC,340,2025-06-30 17:39:46,4.422
2025-06-30 15:12:57 UTC,341,2025-06-30 17:49:37,4.422
2025-06-30 15:13:26 UTC,342,2025-06-30 18:09:19,4.332
2025-06-30 15:43:27 UTC,343,2025-06-30 18:19:11,4.328
2025-06-30 15:43:55 UTC,344,2025-06-30 18:38:54,4.324
2025-06-30 16:13:56 UTC,345,2025-06-30 18:48:44,4.324
2025-06-30 16:14:25 UTC,346,2025-06-30 19:08:27,4.32
2025-06-30 16:44:26 UTC,347,2025-06-30 19:18:19,4.32
2025-06-30 16:44:54 UTC,348,2025-06-30 19:38:02,4.238
2025-06-30 17:14:55 UTC,349,2025-06-30 19:47:53,4.199
2025-06-30 17:15:23 UTC,350,2025-06-30 20:07:35,4.195
2025-06-30 17:45:24 UTC,351,2025-06-30 20:17:26,4.195
2025-06-30 17:45:53 UTC,352,2025-06-30 20:37:08,4.195
2025-06-30 18:15:54 UTC,353,2025-06-30 20:46:59,4.195
2025-06-30 18:16:23 UTC,354,2025-06-30 21:06:42,4.191
2025-06-30 18:46:23 UTC,355,2025-06-30 21:16:33,4.191
2025-06-30 18:46:38 UTC,356,2025-06-30 21:26:23,4.191
2025-06-30 18:46:54 UTC,357,2025-06-30 21:36:15,4.191
2025-06-30 18:47:09 UTC,358,2025-06-30 21:46:10,4.191
2025-06-30 19:16:53 UTC,359,2025-06-30 21:56:01,4.191
2025-06-30 19:17:08 UTC,360,2025-06-30 22:05:52,4.191
2025-06-30 19:17:23 UTC,361,2025-06-30 22:15:43,4.188
2025-06-30 19:47:22 UTC,362,2025-06-30 22:25:34,4.188
2025-06-30 19:47:37 UTC,363,2025-06-30 22:35:25,4.191
2025-06-30 19:47:52 UTC,364,2025-06-30 22:45:16,4.191
2025-06-30 20:17:51 UTC,365,2025-06-30 22:55:07,4.191
2025-06-30 20:18:06 UTC,366,2025-06-30 23:04:58,4.188
2025-06-30 20:18:21 UTC,367,2025-06-30 23:14:49,4.188
2025-06-30 20:48:22 UTC,368,2025-06-30 23:24:39,4.18
2025-06-30 20:48:37 UTC,369,2025-06-30 23:34:31,4.188
2025-06-30 20:48:52 UTC,370,2025-06-30 23:44:22,4.184
2025-06-30 21:18:52 UTC,371,2025-06-30 23:54:12,4.188
2025-06-30 21:19:07 UTC,372,2025-07-01 00:04:04,4.148
2025-06-30 21:19:23 UTC,373,2025-07-01 00:13:55,4.176
2025-06-30 21:49:22 UTC,374,2025-07-01 00:23:47,4.184
2025-06-30 21:49:37 UTC,375,2025-07-01 00:33:39,4.184
2025-06-30 21:49:52 UTC,376,2025-07-01 00:43:30,4.184
2025-06-30 22:19:51 UTC,377,2025-07-01 00:53:20,4.18
2025-06-30 22:20:06 UTC,378,2025-07-01 01:03:11,4.125
2025-06-30 22:20:21 UTC,379,2025-07-01 01:13:03,4.164
2025-06-30 22:50:20 UTC,380,2025-07-01 01:22:55,4.18
2025-06-30 22:50:35 UTC,381,2025-07-01 01:32:47,4.18
2025-06-30 22:50:50 UTC,382,2025-07-01 01:42:38,4.18
2025-06-30 23:20:49 UTC,383,2025-07-01 01:52:29,4.184
2025-06-30 23:21:04 UTC,384,2025-07-01 02:02:20,4.184
2025-06-30 23:21:19 UTC,385,2025-07-01 02:12:11,4.18
2025-06-30 23:51:19 UTC,386,2025-07-01 02:22:03,4.172
2025-06-30 23:51:34 UTC,387,2025-07-01 02:31:55,4.18
